cust_id,총구매액,구매건수,평균구매액,최대구매액,구매상품종류1,내점일수,구매주기,봄-구매비율,여름-구매비율,가을-구매비율,겨울-구매비율,환불금액,환불건수,내점당구매액,내점당구매건수,주구매상품,주구매지점,구매 추세 기울기,화장품구매주기,식료품구매액비율,평균식료품구매액분위,고가상품구매율,베스트셀러구매비율,환불비율,스타킹구매건수,고객등급,평일방문비율,평균대비구매비중,주환불상품,남성포함상품구매건수,여성키워드상품구매건수,다양한 매장 방문,가격선호도,라이프 스타일(평균),라이프 스타일(건수),주구매 요일,선호방문계절,선호방문월,행사상품구매수,저가상품구매율,요일 간 구매건수 편차,충동지수,남성용품구매건수,여성용품구매건수,하루 최고 구매 건수,만족도 떨어지는 제품 총 구입금액,만족도 떨어지는 제품 총 구매건수,가성비 제품 총 구입금액,휴면일수,취미용품 구매비율,아동용품 구매건수,명절식품비용,발렌타인,화이트,단독상품군구매율,구매액표준편차,중복구매배수,의류_거래율(의류+식품+생활잡화),패션_대비_남성상품_거래율,패션_대비_여성상품_거래율,전체방문_중_환불방문(표준화),월_재방문율,시즌 마감 방문비율,상반기 구매비율,구매 추세,주구매지점재방문률,내점시마다 구매액의 일관성
259,274763860,117,2348409,24928000,71,30,11,0.316239316,0.307692308,0.307692308,0.068376068,3974400,3,9158795.333,3.9,아동,본  점,0.59,,0.044357034,5,0.43,0.264957265,0.025641026,,1등급고객,0.581196581,189.8555026,토들러,6,,1,3,명품,아동용품,토,fall,5,2,0.13,0.145299145,0.033333333,5,4,9,966000,1,70002670,12,0.01754386,35,0,0,0,0.034188034,4153119.952,1.647887324,0.365853659,0.375,0.0625,0.243949829,0.818181818,0.7,0.418803419,0.162393162,99.15,1.14641E+14
260,13493000,15,899533,5052000,8,7,31,0,0.266666667,0,0.733333333,,,1927571.429,2.142857143,주류,잠실점,-0.4,,0.081820203,4,0.53,0,0,,수면고객,0.466666667,9.323352411,,2,,1,2,남성의류,식품,토,fall,1,,0.27,0.333333333,0.142857143,6,1,4,,0,9869000,136,0,0,0,0,0,0.066666667,1579954.559,1.875,0,0,0,-0.485358794,0.090909091,0.714285714,0.866666667,-0.733333333,93.33,3.67119E+12
261,111713950,29,3852205,20000000,20,14,22,0.172413793,0.172413793,0.137931034,0.517241379,,,7979567.857,2.071428571,아동,일산점,0.08,0,0.00330845,3,0.55,0.137931034,0,,3등급고객,0.586206897,77.19176796,,5,1,2,3,예체능,아동용품,토,fall,12,,0.1,0.24137931,0.071428571,5,0,7,,0,14191600,7,0.103448276,9,369600,0,0,0.103448276,5406301.091,1.45,0.7,0.7,0.2,-0.485358794,0.272727273,0.357142857,0.586206897,-0.172413793,72.41,4.52838E+13
262,607800,5,121560,408660,3,1,0,1,0,0,0,,,607800,5,기타,잠실점,-0.09,,0.855380059,5,0,0.4,0,,신규고객,0,0.419975809,,,,1,1,식품,기타,토,spring,4,,0.6,1,1,0,0,5,,0,607800,254,0,0,0,0,0,0,166190.7273,1.666666667,0,0,0,-0.485358794,0,5,1,-1,80,0
263,29522130,209,141254,6460000,47,79,4,0.14354067,0.358851675,0.330143541,0.167464115,,,373697.8481,2.64556962,기타,본  점,1.91,,0.509163126,3,0.01,0.645933014,0,,vip고객,0.607655502,20.39911227,,1,2,1,1,남성의류,식품,토,fall,8,,0.56,0.167464115,0.012658228,1,2,8,,0,12699530,4,0.004784689,0,362000,0,0,0.038277512,497133.3368,4.446808511,0.020979021,0.25,0.25,-0.485358794,1,0.784810127,0.311004785,0.377990431,99.52,6.57201E+11
264,11005000,5,2201000,4008000,2,3,85,0.2,0.4,0,0.4,,,3668333.333,1.666666667,화장품,본  점,0.06,85,0,,1,0.6,0,,수면고객,1,7.604201681,,,3,1,3,화장품,화장품,화,summer,7,,0,0.4,0.333333333,0,0,2,,0,11005000,24,0,0,0,0,0,0,1893333.568,2.5,0,0,1,-0.485358794,0,0.333333333,0.2,0.6,80,2.03172E+11
265,10042150,84,119549,1400000,30,27,13,0.119047619,0.357142857,0.345238095,0.178571429,2310000,5,371931.4815,3.111111111,가공식품,본  점,0.71,,0.319632748,2,0.1,0.726190476,0.05952381,,1등급고객,0.988095238,6.938894495,시니어,,,1,1,명품,식품,목,fall,9,7,0.68,0.404761905,0.037037037,0,8,11,5140000,7,8991950,4,0,0,0,0,0,0.011904762,338361.2503,2.8,0.174603175,0,0.363636364,1.135327034,0.636363636,0.851851852,0.321428571,0.357142857,98.81,2.92877E+11
266,32845400,2,16422700,17935400,2,2,32,0,0,0.5,0.5,,,16422700,1,시티웨어,분당점,0.06,0,0,,1,1,0,,수면고객,0.5,22.69541535,,,1,2,5,의류,의류,일,fall,10,,0,0.5,0.5,0,0,1,,0,32845400,22,0,0,0,0,0,1,2139280.856,1,1,0,0.5,-0.485358794,0,0,0,1,0,2.28826E+12
267,6801000,4,1700250,2950000,3,1,0,1,0,0,0,,,6801000,4,남성 캐주얼,본  점,-0.04,,0,,0.25,0,0,,신규고객,0,4.699334451,,2,,1,2,남성의류,남성의류,토,spring,5,,0,1,1,1,0,4,,0,5926000,240,0,0,0,0,0,0.5,1420563.826,1.333333333,1,1,0,-0.485358794,0,0,1,-1,75,0
268,41358000,15,2757200,27808000,7,12,20,0.133333333,0.6,0.266666667,0,28648000,4,3446500,1.25,디자이너,본  점,0.1,,0.025146284,4,0.67,0.933333333,0.266666667,,수면고객,0.8,28.577426,디자이너부틱,,,1,3,명품,명품,금,summer,6,,0.27,0.266666667,0.083333333,1,7,2,34980000,7,39270000,33,0.090909091,0,0,0,0,0.066666667,10851811.09,2.142857143,0.285714286,0.333333333,0,2.249548541,0.363636364,0.583333333,0.4,0.2,93.33,2.28244E+14
269,11800000,1,11800000,11800000,1,1,0,0,0,1,0,,,11800000,1,남성정장,청량리점,0.03,,0,,1,0,0,,신규고객,0,8.153528382,,1,,1,5,남성의류,남성의류,토,fall,11,,0,1,1,1,0,1,,0,11800000,51,0,0,0,0,0,1,,1,1,1,0,-0.485358794,0,0,0,1,0,0
270,4319000,9,479889,2072000,4,4,46,0.111111111,0.222222222,0.666666667,0,686000,1,1079750,2.25,가공식품,잠실점,0.12,92,0.016670526,1,0.22,0.888888889,0.111111111,,수면고객,1,2.984329583,니  트,,2,1,1,화장품,식품,목,fall,10,,0.67,0.666666667,0.25,0,0,6,1386000,2,4319000,67,0,0,0,0,0,0.111111111,914266.9802,2.25,0.333333333,0,0.5,2.249548541,0,1.75,0.333333333,0.333333333,88.89,1.10053E+12
271,30661250,18,1703403,9706000,12,9,39,0.222222222,0.222222222,0,0.555555556,,,3406805.556,2,화장품,부산본점,-0.16,67,0.048129153,5,0.44,0.722222222,0,,수면고객,0.777777778,21.18621797,,1,6,1,2,명품,화장품,화,fall,1,,0.33,0.555555556,0.111111111,0,2,6,14559000,2,27713390,1,0.055555556,0,0,0,0,0.166666667,2566148.391,1.5,0,0.166666667,0.833333333,-0.485358794,0.272727273,1,0.611111111,-0.222222222,94.44,9.9735E+12
272,10830000,1,10830000,10830000,1,1,0,0,0,0,1,,,10830000,1,시티웨어,광주점,-0.04,,0,,1,1,0,,신규고객,0,7.48328071,,,,1,5,의류,의류,토,fall,1,,0,1,1,0,0,1,,0,10830000,345,0,0,0,0,0,1,,1,1,0,0,-0.485358794,0,0,1,-1,0,0
273,9936400,6,1656067,7326000,4,4,82,0.5,0,0,0.5,,,2484100,1.5,농산물,잠실점,0.01,,0.074071092,5,0.17,0.333333333,0,,수면고객,1,6.865823679,,,,1,2,여성의류,식품,목,spring,5,,0.33,0.666666667,0.25,0,0,2,,0,2150400,18,0,0,0,0,0,0.333333333,2852871.815,1.5,0.2,0,1,-0.485358794,0,0,0.666666667,-0.333333333,83.33,8.18759E+12
274,170000,2,85000,90000,1,1,0,0,0,0,1,,,170000,2,가공식품,본  점,-0.06,,1,2,0,1,0,,신규고객,0,0.117466087,,,,1,1,식품,식품,토,fall,2,,0,1,1,0,0,2,,0,,324,0,0,0,0,0,1,7071.067812,2,0,0,0,-0.485358794,0,0,1,-1,50,0
275,5200000,1,5200000,5200000,1,1,0,0,0,0,1,,,5200000,1,피혁잡화,본  점,-0.03,,0,,1,0,0,,신규고객,1,3.593080304,,,,1,4,여성의류,여성의류,목,fall,2,,0,1,1,0,0,1,,0,,319,0,0,0,0,0,1,,1,1,0,1,-0.485358794,0,0,1,-1,0,0
276,196138350,84,2334980,25100000,44,40,8,0.166666667,0.452380952,0.107142857,0.273809524,45593100,3,4903458.75,2.1,디자이너,본  점,-0.03,44,0.013016067,2,0.46,0.714285714,0.035714286,,1등급고객,0.845238095,135.527085,디자이너부틱,1,12,2,3,예체능,식품,금,summer,7,3,0.37,0.166666667,0.025,3,16,7,96979400,15,169797250,5,0.037037037,2,0,0,0,0.142857143,6564004.659,1.909090909,0.058823529,0.1875,0.75,0.335113407,0.818181818,0.7,0.44047619,0.119047619,61.9,9.81449E+13
277,199528710,344,580025,24528000,90,90,3,0.334302326,0.322674419,0.159883721,0.183139535,235199200,68,2216985.667,3.822222222,가공식품,본  점,-1.19,14,0.038245925,2,0.44,0.529069767,0.197674419,,vip고객,0.901162791,137.8697458,디자이너부틱,1,48,2,2,화장품,식품,화,fall,3,,0.51,0.174418605,0.011111111,4,47,12,13780000,14,141033310,0,0.007246377,0,24000,0,0,0.014534884,4186272.618,3.822222222,0.15625,0.148148148,0.555555556,4.37669869,1,1.066666667,0.5,0,76.74,5.6876E+13
278,33583000,7,4797571,20000000,6,2,166,0,0,0,1,,,16791500,3.5,주방가전,영등포점,0.19,,0.006074502,4,0.43,0.285714286,0,,수면고객,0.857142857,23.20507997,,1,1,2,3,남성의류,남성의류,수,fall,12,,0.14,0.857142857,0.5,1,1,6,,0,9971000,12,0,1,0,0,0,1,7509550.849,1.166666667,0.666666667,0.25,0.25,-0.485358794,0,0.5,0.142857143,0.714285714,71.43,4.95827E+13
279,29303590,14,2093114,11600000,9,6,57,0,0,0.571428571,0.428571429,,,4883931.667,2.333333333,농산물,영등포점,0.22,11,0.581783324,5,0.29,0.785714286,0,,수면고객,0.928571429,20.24810617,,,3,1,3,가전,식품,화,fall,9,,0.5,0.5,0.166666667,0,0,4,,0,23611590,0,0,0,0,0,0,0.142857143,3516238.37,1.555555556,0,0,1,-0.485358794,0,1.5,0.142857143,0.714285714,92.86,1.40048E+13
280,55462700,23,2411422,25783000,13,10,33,0.130434783,0.086956522,0,0.782608696,28287000,4,5546270,2.3,디자이너,본  점,-0.63,,0.000418299,1,0.43,0.608695652,0.173913043,,이탈위험고객,0.608695652,38.32344903,디자이너부틱,,,1,3,의류,명품,월,fall,1,1,0.26,0.260869565,0.1,0,9,5,25182500,7,49874700,23,0.105263158,0,0,0,0,0.043478261,8233450.05,1.769230769,0.875,0.3,0,3.890492942,0.272727273,1.7,0.913043478,-0.826086957,95.65,1.48635E+14
281,263000,4,65750,126000,2,1,0,0,0,0,1,,,263000,4,일용잡화,청량리점,-0.13,,0.63878327,2,0,1,0,,신규고객,1,0.181726946,,,,1,1,식품,생활용품,금,fall,2,,0.5,1,1,0,0,4,,0,263000,318,0,0,168000,0,0,0.5,53143.67319,2,0,0,0,-0.485358794,0,0,1,-1,75,0
282,83105400,40,2077635,16610000,24,17,18,0.3,0.35,0.2,0.15,,,4888552.941,2.352941176,가공식품,부산본점,0.13,58,0.023067093,5,0.45,0.3,0,,3등급고객,0.225,57.42391844,,2,4,2,3,의류,식품,일,summer,7,2,0.15,0.65,0.058823529,5,1,6,,0,23312000,9,0.1,7,3780000,0,0,0.175,3132651.049,1.666666667,0.470588235,0.4375,0.3125,-0.485358794,0.727272727,0.588235294,0.35,0.3,95,2.02623E+13
283,1915000,3,638333,1680000,2,2,31,0.333333333,0.666666667,0,0,,,957500,1.5,생활잡화,부산본점,0,,0,,0,0.333333333,0,,수면고객,1,1.32322092,,,,1,2,의류,기타,수,summer,7,,0.33,1,0.5,0,0,2,,0,1750000,166,0,0,0,0,0,1,903359.4707,1.5,0.5,0,0,-0.485358794,0,0,0.333333333,0.333333333,66.67,6.28056E+11
284,1968300,5,393660,1470000,5,4,66,0,0.4,0.2,0.4,,,492075,1.25,주방가전,노원점,-0.05,0,0.096682416,2,0.2,0.8,0,,수면고객,0.4,1.360049993,,,2,1,1,화장품,식품,일,fall,1,,0.2,0.6,0.25,0,0,2,,0,1951500,71,0,0,0,0,0,1,611626.4203,1,0,0,1,-0.485358794,0.090909091,1,0.6,-0.2,80,3.26445E+11
285,2225000,2,1112500,2136000,1,1,0,0,0,0,1,,,2225000,2,캐주얼,본  점,-0.06,,0,,1,0,0,,신규고객,1,1.537423784,,,,1,2,의류,의류,월,fall,2,,0,1,1,0,0,2,,0,,308,0,0,0,0,0,0,1447447.581,2,1,0,0,-0.485358794,0,2,1,-1,50,0
286,4141000,7,591571,2604000,4,2,2,0,0,0,1,1725000,2,2070500,3.5,스포츠,분당점,0.27,,0,,0.43,0,0.285714286,,2.5등급고객,1,2.86133568,고정행사(스포츠),,1,1,2,생활용품,예체능,목,fall,12,4,0.29,0.714285714,0.5,0,1,5,,0,2252000,7,0.4,0,0,0,0,0.428571429,1320010.967,1.75,0.5,0.8,0.2,4.984455876,0,1,0,1,85.71,1.44058E+13
287,1150000,1,1150000,1150000,1,1,0,0,1,0,0,,,1150000,1,섬유잡화,본  점,0,,0,,1,0,0,,신규고객,0,0.794623529,,,,1,2,의류,의류,토,summer,7,,0,1,1,0,0,1,,0,1150000,156,0,0,0,0,0,1,,1,1,0,0,-0.485358794,0,1,0,1,0,0
288,870000,1,870000,870000,1,1,0,0,0,0,1,,,870000,1,화장품,잠실점,0.04,0,0,,0,1,0,,신규고객,0,0.601149974,,,1,1,2,화장품,화장품,토,fall,12,,0,1,1,0,1,1,,0,,16,0,0,0,0,0,1,,1,0,0,1,-0.485358794,0,0,0,1,0,0
289,713090,14,50935,220000,9,5,19,0.5,0.5,0,0,,,142618,2.8,가공식품,분당점,-0.11,,0.985976525,1,0,0.928571429,0,,수면고객,1,0.492728776,,,,1,1,식품,식품,월,summer,6,,0.71,0.785714286,0.2,0,0,6,,0,603090,180,0,0,0,0,0,0.071428571,71021.2162,1.555555556,0,0,0,-0.485358794,0.363636364,0.4,0.928571429,-0.857142857,92.86,39467565696
290,227174910,686,331159,18552000,85,102,3,0.21574344,0.322157434,0.177842566,0.28425656,,,2227205,6.725490196,농산물,부평점,-1.1,43,0.260697055,3,0.05,0.720116618,0,6,vip고객,0.760932945,156.9726336,,1,14,3,1,아동용품,식품,화,fall,7,1,0.61,0.157434402,0.009803922,6,11,19,3728400,2,141036150,2,0.00728863,4,2929980,0,0,0.004373178,1501514.898,8.070588235,0.054511278,0.162162162,0.459459459,-0.485358794,1,2.019607843,0.486880466,0.026239067,98.83,2.12086E+13
291,243821950,53,4600414,119520000,21,13,26,0.20754717,0.245283019,0.226415094,0.320754717,3080000,3,18755534.62,4.076923077,기타,분당점,0.26,48,0.028726905,5,0.36,0.396226415,0.056603774,1,3등급고객,0.396226415,168.475355,스카프(특정),4,7,1,3,명품,기타,일,fall,12,1,0.42,0.528301887,0.076923077,3,7,7,0,2,202258650,14,0,0,0,0,0,0.075471698,16673838.67,2.523809524,0.291666667,0.214285714,0.571428571,1.197661105,0.636363636,0,0.396226415,0.20754717,98.11,9.10834E+14
292,987720920,318,3106041,52875000,82,137,2,0.229559748,0.254716981,0.235849057,0.279874214,14963000,5,7209641.752,2.321167883,화장품,대전점,-0.29,3,0.008568179,3,0.42,0.622641509,0.01572327,10,vip고객,0.600628931,682.4924199,기초 화장품,,116,1,3,화장품,화장품,일,fall,7,5,0.33,0.125786164,0.00729927,4,22,11,,0,779102220,0,0.012779553,4,31500,1,0,0.009433962,6396793.689,3.87804878,0.261744966,0.04379562,0.919708029,-0.165953558,1,0.817518248,0.474842767,0.050314465,99.69,8.35941E+13
293,2894000,3,964667,2415000,2,1,0,0,0,0,1,,,2894000,3,생활잡화,본  점,-0.12,,0,,0,0,0,,신규고객,1,1.999687384,,,1,1,2,여성의류,기타,목,fall,1,,0,1,1,0,1,3,,0,2530000,354,0,0,0,0,0,1,1262180.785,1.5,0.5,0,1,-0.485358794,0,0,1,-1,66.67,0
294,14018900,10,1401890,6900000,9,6,51,0.1,0.4,0.4,0.1,,,2336483.333,1.666666667,남성 캐주얼,분당점,0.06,,0.049640129,3,0.3,0.5,0,,수면고객,0.4,9.686737206,,3,,1,2,남성의류,식품,일,fall,11,,0.4,0.6,0.166666667,1,0,4,,0,718900,36,0,0,0,0,0,0.6,2254340.926,1.111111111,0.142857143,1,0,-0.485358794,0.090909091,1.166666667,0.6,-0.2,90,5.44648E+12
295,1163100,10,116310,19125000,6,3,2,0,0,1,0,19125000,1,387700,3.333333333,농산물,본  점,0.31,,0.924168171,4,0.2,0.8,0.1,,2.5등급고객,0.2,0.803675327,L/C정장,2,,1,1,식품,식품,일,fall,11,,0.3,0.8,0.333333333,2,0,8,,0,309100,36,0,0,0,0,0,0.3,9016795.674,1.666666667,0.2,1,0,3.161184319,0,2.666666667,0,1,90,2.44144E+14
296,26592550,22,1208752,19584000,14,7,40,0.090909091,0.045454545,0.5,0.363636364,,,3798935.714,3.142857143,농산물,부산본점,0.57,,0.020680604,1,0.14,0.909090909,0,,수면고객,0.681818182,18.37483993,,,,2,2,명품,식품,금,fall,12,2,0.68,0.454545455,0.142857143,1,3,8,20400000,2,20815300,1,0.045454545,1,80000,0,0,0.136363636,4183340.871,1.571428571,0,0.5,0.5,-0.485358794,0.272727273,2.571428571,0.090909091,0.818181818,63.64,4.72409E+13
297,10500,2,5250,5500,2,1,0,1,0,0,0,,,10500,2,가공식품,분당점,-0.03,,1,1,0,1,0,,신규고객,1,0.007255258,,,,1,1,식품,식품,월,spring,4,,1,1,1,0,0,2,,0,5000,273,0,0,0,0,0,0,353.5533906,1,0,0,0,-0.485358794,0,0,1,-1,50,0
298,130214860,274,475237,53544000,65,86,4,0.175182482,0.361313869,0.306569343,0.156934307,,,1514126.279,3.186046512,가공식품,본  점,0.94,0,0.089716719,2,0.07,0.660583942,0,,vip고객,0.591240876,89.97547091,,4,1,3,1,의류,식품,토,fall,6,11,0.76,0.284671533,0.011627907,12,4,12,55775000,2,88830320,1,0.03649635,0,159740,1,0,0.01459854,3430003.961,4.215384615,0.046391753,0.611111111,0.055555556,-0.485358794,1,1.174418605,0.474452555,0.051094891,98.18,4.18371E+13
299,775790,23,33730,143000,11,6,18,0.565217391,0.434782609,0,0,,,129298.3333,3.833333333,가공식품,강남점,-0.18,,0.7698604,1,0,0.652173913,0,,3등급고객,0.304347826,0.536053032,,,,2,1,생활용품,식품,일,spring,4,,0.83,0.391304348,0.166666667,0,1,7,,0,619790,156,0,0,0,0,0,0.043478261,44818.57285,2.090909091,0,0,0,-0.485358794,0.272727273,1.833333333,0.652173913,-0.304347826,78.26,6611536014
300,398583270,88,4529355,53429000,39,33,10,0.181818182,0.181818182,0.363636364,0.272727273,16399000,1,12078280.91,2.666666667,기타,일산점,0.68,42,0.004718713,2,0.36,0.636363636,0.011363636,,1등급고객,0.693181818,275.4118648,디자이너부틱,,6,1,3,가전,식품,일,fall,11,2,0.43,0.215909091,0.03030303,2,26,9,318211600,20,340085970,8,0.034482759,2,94000,0,0,0.068181818,11109450.72,2.256410256,0.186046512,0.111111111,0.5,-0.153854875,0.818181818,0.909090909,0.420454545,0.159090909,98.86,2.54908E+14
301,836353880,178,4698617,71000000,48,61,5,0.140449438,0.370786517,0.106741573,0.382022472,21600000,1,13710719.34,2.918032787,명품,동래점,-1.32,13,0.010309141,3,0.46,0.505617978,0.005617978,1,1등급고객,0.629213483,577.9012795,명품잡화,,23,2,3,명품,식품,일,fall,6,2,0.37,0.213483146,0.016393443,0,5,13,,0,800009210,12,0.005649718,6,2562460,0,0,0.033707865,9471291.069,3.708333333,0.069767442,0.074626866,0.432835821,-0.306020608,1,1.180327869,0.713483146,-0.426966292,97.19,2.42037E+14
302,117141800,20,5857090,31656000,11,11,21,0.15,0.5,0.25,0.1,,,10649254.55,1.818181818,화장품,부산본점,0.13,53,0.169495432,5,0.5,0.35,0,,수면고객,0.6,80.94228737,,,9,1,4,가전,가전,토,summer,6,,0.1,0.4,0.090909091,2,0,3,,0,20540000,6,0.05,2,0,0,0,0.15,9118829.742,1.818181818,0,0,1,-0.485358794,0.181818182,1,0.45,0.1,95,1.20706E+14
303,4325000,1,4325000,4325000,1,1,0,0,0,0,1,,,4325000,1,화장품,잠실점,0.04,0,0,,1,1,0,,신규고객,1,2.988475445,,,1,1,3,화장품,화장품,목,fall,12,,0,1,1,0,0,1,,0,4325000,4,0,0,0,0,0,1,,1,0,0,1,-0.485358794,0,1,0,1,0,0
304,92774470,87,1066373,19624000,32,18,17,0.183908046,0.137931034,0.356321839,0.32183908,4290000,1,5154137.222,4.833333333,수산품,분당점,-0.31,63,0.062278987,3,0.14,0.666666667,0.011494253,3,2.5등급고객,0.873563218,64.10502324,니  트,,2,3,2,명품,식품,수,fall,9,1,0.56,0.390804598,0.055555556,0,8,12,43452000,5,83185470,25,0,1,0,0,0,0.022988506,3200792.98,2.71875,0.158730159,0,0.461538462,0.122398392,0.818181818,1.111111111,0.494252874,0.011494253,94.25,3.49452E+13
305,61154170,473,129290,9614000,85,140,2,0.141649049,0.325581395,0.289640592,0.243128964,240000,2,436815.5,3.378571429,가공식품,본  점,2.08,47,0.397350663,2,0.02,0.792811839,0.00422833,,vip고객,0.706131078,42.25612379,장갑(특정),,6,1,1,명품,식품,토,fall,8,11,0.73,0.268498943,0.007142857,0,6,18,18564000,3,57176870,0,0,0,1811880,0,0,0,693315.7748,5.564705882,0.015384615,0,0.5,-0.407218584,1,1.157142857,0.361522199,0.276955603,99.79,1.63071E+12
306,11510000,3,3836667,11250000,2,2,41,0,0.666666667,0.333333333,0,,,5755000,1.5,주류,영등포점,0.03,,0.021720243,5,1,0,0,,수면고객,0,7.953145057,,,,2,3,예체능,기타,일,summer,7,,0.33,0.666666667,0.5,2,0,2,,0,11510000,86,0.333333333,0,0,0,0,1,6421256.367,1.5,0,1,0,-0.485358794,0,0,0,1,33.33,3.0195E+13
307,13883100,7,1983300,12720000,4,1,0,0,0,1,0,,,13883100,7,기타,인천점,0.22,,0.001404585,1,0.29,0.571428571,0,,2.5등급고객,1,9.592902532,,,,1,2,의류,기타,금,fall,11,,0.43,1,1,0,0,7,13250000,2,13863600,52,0,0,0,0,0,0.285714286,4738626.41,1.75,0.25,0,0,-0.485358794,0,0,0,1,85.71,0
308,497778300,1477,337020,33383000,149,183,1,0.309410968,0.215978334,0.217332431,0.257278267,2200000,1,2720100,8.071038251,기타,분당점,-0.57,69,0.193794788,3,0.04,0.645226811,0.000677048,5,vip고객,0.616113744,343.9533472,영캐주얼,3,11,2,1,가전,식품,일,fall,3,5,0.73,0.183480027,0.005464481,22,12,38,38550000,4,208466370,0,0.006097561,14,9355750,0,0,0.002031144,1980941.965,9.912751678,0.022727273,0.40625,0.5,-0.425579399,1,2.715846995,0.536222072,-0.072444144,99.8,3.56038E+13
309,275349170,144,1912147,96000000,60,31,11,0.25,0.263888889,0.159722222,0.326388889,,,8882231.29,4.64516129,가공식품,분당점,-0.36,58,0.011494242,2,0.32,0.409722222,0,,1등급고객,0.659722222,190.2599383,,4,9,2,2,가전,식품,일,fall,1,4,0.38,0.138888889,0.032258065,8,2,14,5434000,2,80405270,4,0.055555556,31,0,0,0,0.0625,8350563.084,2.4,0.13559322,0.40625,0.375,-0.485358794,1,2.290322581,0.548611111,-0.097222222,88.89,2.82077E+14
310,92197700,12,7683142,25000000,10,4,66,0.25,0,0.5,0.25,,,23049425,3,남성 캐주얼,관악점,0.06,,0,,0.67,0.166666667,0,,수면고객,0.5,63.70648845,,4,1,1,4,남성의류,남성의류,토,fall,11,,0.08,0.5,0.25,3,1,6,,0,69920000,44,0.166666667,1,0,0,0,0.333333333,8754072.64,1.2,0.6,0.5,0.166666667,-0.485358794,0,0.75,0.5,0,91.67,3.64047E+13
311,622000,3,207333,360000,2,2,14,1,0,0,0,,,311000,1.5,화장품,잠실점,-0.07,0,0,,0,0.666666667,0,,수면고객,1,0.429787682,,,3,1,1,가전,화장품,목,spring,3,,0.33,0.666666667,0.5,0,0,2,,0,238000,262,0,0,0,0,0,0.333333333,170086.2526,1.5,0,0,1,-0.485358794,0.090909091,0,1,-1,66.67,5329000000
312,2640140,21,125721,1236000,11,9,36,0.333333333,0.19047619,0.238095238,0.238095238,,,293348.8889,2.333333333,차/커피,본  점,-0.02,,0.996212322,3,0,0.904761905,0,,수면고객,0.666666667,1.824275968,,,,1,1,식품,식품,목,fall,4,4,0.67,0.380952381,0.111111111,1,0,4,,0,906840,28,0,0,1287500,0,0,0.285714286,263213.8214,1.909090909,0,0,0,-0.485358794,0.363636364,0.333333333,0.476190476,0.047619048,95.24,1.31797E+11
313,246086710,210,1171841,11100000,65,95,3,0.214285714,0.247619048,0.20952381,0.328571429,,,2590386.421,2.210526316,기타,본  점,-0.82,17,0.160127258,5,0.25,0.538095238,0,,vip고객,0.79047619,170.0402521,,,26,1,2,화장품,식품,금,fall,1,7,0.29,0.233333333,0.010526316,5,12,8,8869000,2,184647580,2,0.023809524,1,898040,1,0,0.023809524,2006334.213,3.230769231,0.110294118,0.19047619,0.69047619,-0.485358794,1,0.673684211,0.547619048,-0.095238095,99.52,7.95244E+12
314,12474000,1,12474000,12474000,1,1,0,1,0,0,0,,,12474000,1,디자이너,영등포점,-0.02,,0,,1,1,0,,신규고객,1,8.619246867,,,,1,5,명품,명품,목,spring,4,,0,1,1,0,1,1,12474000,1,12474000,263,0,0,0,0,0,1,,1,0,0,0,-0.485358794,0,0,1,-1,0,0
315,1640200,10,164020,4560000,4,6,39,0,0.4,0.2,0.4,4560000,1,273366.6667,1.666666667,캐주얼,일산점,-0.13,0,0.091452262,4,0.4,0.2,0.1,,수면고객,0.4,1.133340445,스카프(특정),,1,1,1,화장품,의류,토,fall,6,,0.5,0.4,0.166666667,0,2,2,,0,1640200,114,0,0,0,0,0,0.2,2176784.241,2.5,0.857142857,0,0.333333333,1.337912763,0,0.666666667,0.8,-0.6,90,7.09732E+12
316,35799650,65,550764,7080000,21,22,15,0.261538462,0.323076923,0.138461538,0.276923077,,,1627256.818,2.954545455,기타,본  점,-0.35,53,0.120473245,4,0.12,0.6,0,,3등급고객,0.784615385,24.7367341,,,6,1,2,가전,식품,목,fall,1,8,0.46,0.307692308,0.045454545,1,5,6,10080400,2,31261050,4,0,2,0,0,0,0.015384615,1301777.094,3.095238095,0.186046512,0.166666667,0.5,-0.485358794,0.818181818,0.772727273,0.584615385,-0.169230769,98.46,4.52418E+12
317,5750000,1,5750000,5750000,1,1,0,1,0,0,0,,,5750000,1,섬유잡화,잠실점,-0.01,,0,,1,0,0,,신규고객,0,3.973117644,,,,1,4,의류,의류,일,spring,5,,0,1,1,0,0,1,,0,5750000,239,0,0,0,0,0,1,,1,1,0,0,-0.485358794,0,0,1,-1,0,0
318,11883940,17,699055,4150000,9,9,28,0.588235294,0.117647059,0.058823529,0.235294118,,,1320437.778,1.888888889,수산품,분당점,-0.29,83,0.053596703,2,0.18,0.764705882,0,,수면고객,0.705882353,8.21152899,,,2,2,2,화장품,식품,화,spring,4,,0.47,0.470588235,0.111111111,0,3,7,,0,11071340,103,0,0,0,0,0,0.176470588,1380566.688,1.888888889,0,0,0.666666667,-0.485358794,0.363636364,0.111111111,0.882352941,-0.764705882,47.06,2.57469E+12
